ten	0.0714285714286
thou	0.0714285714286
thee	0.0571428571429
time	0.0428571428571
art	0.0285714285714
thyself	0.0285714285714
death	0.0285714285714
self	0.0285714285714
treasur	0.0285714285714
happier	0.0285714285714
ere	0.0285714285714
thine	0.0285714285714
make	0.0285714285714
rag	0.0142857142857
summer	0.0142857142857
sweet	0.0142857142857
conquest	0.0142857142857
one	0.0142857142857
distil	0.0142857142857
kill	0.0142857142857
refigur	0.0142857142857
use	0.0142857142857
shouldst	0.0142857142857
winter	0.0142857142857
depart	0.0142857142857
pay	0.0142857142857
breed	0.0142857142857
happi	0.0142857142857
live	0.0142857142857
much	0.0142857142857
leav	0.0142857142857
forbidden	0.0142857142857
poster	0.0142857142857
heir	0.0142857142857
hand	0.0142857142857
vial	0.0142857142857
let	0.0142857142857
beauti	0.0142857142857
defac	0.0142857142857
loan	0.0142857142857
usuri	0.0142857142857
fair	0.0142857142857
anoth	0.0142857142857
could	0.0142857142857
worm	0.0142857142857
will	0.0142857142857
place	0.0142857142857
thi	0.0142857142857
